start,avg_diff
2020-10-01,5.985617835515468
2020-11-01,6.955919644757441
2020-12-01,6.279622887644132
2021-01-01,7.159194176089469
2021-02-01,7.342929071868791
2021-03-01,5.3201419280932924
2021-04-01,2.8555906955483277
2021-05-01,1.618955060980967
2021-06-01,0.5905953326441912
2021-07-01,1.2691031219248217
2021-08-01,-0.06896553757031015
2021-09-01,3.0586488175606057
2021-10-01,1.730111469877515
2021-11-01,1.0135546217334759
2021-12-01,0.7908055380385695
2022-01-01,0.18713853196130148
2022-02-01,0.23236769115972528
2022-03-01,-0.8981779654483567
2022-04-01,-1.8087851498080092
2022-05-01,1.6613723245906629
2022-06-01,0.46561416106031817
2022-07-01,0.632315307413266
2022-08-01,2.8997924570792453
2022-09-01,2.2055906920681645
2022-10-01,2.87486080219151
2022-11-01,3.6420783020045775
