start,avg_diff
2020-10-01,10.146489703789745
2020-11-01,7.670536408377063
2020-12-01,6.811024505321874
2021-01-01,6.24732493607814
2021-02-01,6.430910977081507
2021-03-01,7.098621552399418
2021-04-01,6.363276100987425
2021-05-01,6.018684860788396
2021-06-01,5.182772410078508
2021-07-01,3.1638455070983063
2021-08-01,3.6316196876937594
2021-09-01,4.042999650283463
2021-10-01,3.6329234292908597
2021-11-01,4.198153563143048
2021-12-01,3.2753223351396445
2022-01-01,3.8785869487724525
2022-02-01,3.7565776897711567
2022-03-01,1.6031304418623753
2022-04-01,-0.7458851219598863
2022-05-01,-1.9162629111857956
2022-06-01,-2.8795843849389424
2022-07-01,-2.1131035073839293
2022-08-01,-3.1805605682913973
2022-09-01,0.0699574974857599
2022-10-01,-0.8137862085115275
2022-11-01,-1.1853034186174691
2022-12-01,-1.1560906644557292
2023-01-01,-1.545362096143348
2023-02-01,-1.2314305939329446
2023-03-01,-2.015831608546825
2023-04-01,-2.6421030016322606
2023-05-01,1.0299495658218158
2023-06-01,0.07013517253166288
2023-07-01,0.3368513793519901
2023-08-01,2.628083210397202
2023-09-01,1.9784346211031396
2023-10-01,2.5725753153596465
2023-11-01,3.353461848074432
