"Date","Spot exchange rate, Swiss Franc into Sterling              [a] [a] [a]             XUDLSFS"
"16 Dec 21","1.2287"
"15 Dec 21","1.224"
"14 Dec 21","1.2227"
"13 Dec 21","1.2194"
"10 Dec 21","1.2195"
"09 Dec 21","1.2223"
"08 Dec 21","1.2192"
"07 Dec 21","1.226"
"06 Dec 21","1.2254"
"03 Dec 21","1.2164"
"02 Dec 21","1.2234"
"01 Dec 21","1.2246"
"30 Nov 21","1.2239"
"29 Nov 21","1.2297"
"26 Nov 21","1.2304"
"25 Nov 21","1.2464"
"24 Nov 21","1.248"
"23 Nov 21","1.2466"
"22 Nov 21","1.2484"
"19 Nov 21","1.2474"
"18 Nov 21","1.2482"
"17 Nov 21","1.2517"
"16 Nov 21","1.2463"
"15 Nov 21","1.2385"
"12 Nov 21","1.2345"
"11 Nov 21","1.2327"
"10 Nov 21","1.2347"
"09 Nov 21","1.2373"
"08 Nov 21","1.2388"
"05 Nov 21","1.2321"
"04 Nov 21","1.2317"
"03 Nov 21","1.2458"
"02 Nov 21","1.2449"
"01 Nov 21","1.2455"
"29 Oct 21","1.2527"
"28 Oct 21","1.2608"
"27 Oct 21","1.2579"
"26 Oct 21","1.2683"
"25 Oct 21","1.2657"
"22 Oct 21","1.2614"
"21 Oct 21","1.269"
"20 Oct 21","1.2705"
"19 Oct 21","1.271"
"18 Oct 21","1.2676"
"15 Oct 21","1.2709"
"14 Oct 21","1.2638"
"13 Oct 21","1.2627"
"12 Oct 21","1.2638"
"11 Oct 21","1.2626"
"08 Oct 21","1.2639"
"07 Oct 21","1.2629"
"06 Oct 21","1.2589"
"05 Oct 21","1.2646"
"04 Oct 21","1.2568"
"01 Oct 21","1.2591"
"30 Sep 21","1.2582"
"29 Sep 21","1.2528"
"28 Sep 21","1.2572"
"27 Sep 21","1.2692"
"24 Sep 21","1.2647"
"23 Sep 21","1.2677"
"22 Sep 21","1.2588"
"21 Sep 21","1.2592"
"20 Sep 21","1.2684"
"17 Sep 21","1.2806"
"16 Sep 21","1.2754"
"15 Sep 21","1.2712"
"14 Sep 21","1.2734"
"13 Sep 21","1.2754"
"10 Sep 21","1.2708"
"09 Sep 21","1.2716"
"08 Sep 21","1.267"
"07 Sep 21","1.2658"
"06 Sep 21","1.2668"
"03 Sep 21","1.267"
"02 Sep 21","1.2649"
"01 Sep 21","1.2603"
"31 Aug 21","1.2606"
"27 Aug 21","1.2558"
"26 Aug 21","1.2592"
"25 Aug 21","1.2558"
"24 Aug 21","1.2524"
"23 Aug 21","1.2533"
"20 Aug 21","1.2498"
"19 Aug 21","1.2541"
"18 Aug 21","1.2624"
"17 Aug 21","1.2561"
"16 Aug 21","1.2626"
"13 Aug 21","1.2695"
"12 Aug 21","1.2777"
"11 Aug 21","1.2778"
"10 Aug 21","1.2774"
"09 Aug 21","1.2732"
"06 Aug 21","1.2684"
"05 Aug 21","1.2633"
"04 Aug 21","1.2608"
"03 Aug 21","1.2561"
"02 Aug 21","1.2568"
"30 Jul 21","1.2605"
"29 Jul 21","1.2661"
"28 Jul 21","1.2681"
"27 Jul 21","1.269"
"26 Jul 21","1.2666"
"23 Jul 21","1.2661"
"22 Jul 21","1.2634"
"21 Jul 21","1.2565"
"20 Jul 21","1.2552"
"19 Jul 21","1.255"
"16 Jul 21","1.2677"
"15 Jul 21","1.2737"
"14 Jul 21","1.2705"
"13 Jul 21","1.2682"
"12 Jul 21","1.2712"
"09 Jul 21","1.2665"
"08 Jul 21","1.2575"
"07 Jul 21","1.2749"
"06 Jul 21","1.2755"
"05 Jul 21","1.276"
"02 Jul 21","1.2729"
"01 Jul 21","1.2746"
"30 Jun 21","1.2772"
"29 Jun 21","1.274"
"28 Jun 21","1.2759"
"25 Jun 21","1.2748"
"24 Jun 21","1.2772"
"23 Jun 21","1.2807"
"22 Jun 21","1.281"
"21 Jun 21","1.2772"
"18 Jun 21","1.2741"
"17 Jun 21","1.2771"
"16 Jun 21","1.2687"
"15 Jun 21","1.2656"
"14 Jun 21","1.2695"
"11 Jun 21","1.2695"
"10 Jun 21","1.2671"
"09 Jun 21","1.2654"
"08 Jun 21","1.268"
"07 Jun 21","1.2722"
"04 Jun 21","1.2746"
"03 Jun 21","1.2822"
"02 Jun 21","1.2727"
"01 Jun 21","1.2689"
"28 May 21","1.276"
"27 May 21","1.2732"
"26 May 21","1.2675"
"25 May 21","1.2667"
"24 May 21","1.2698"
"21 May 21","1.2723"
"20 May 21","1.2739"
"19 May 21","1.274"
"18 May 21","1.275"
"17 May 21","1.2729"
"14 May 21","1.2717"
"13 May 21","1.2734"
"12 May 21","1.281"
"11 May 21","1.2761"
"10 May 21","1.2717"
"07 May 21","1.2622"
"06 May 21","1.2616"
"05 May 21","1.2703"
"04 May 21","1.2656"
"30 Apr 21","1.2629"
"29 Apr 21","1.2707"
"28 Apr 21","1.2699"
"27 Apr 21","1.2702"
"26 Apr 21","1.2701"
"23 Apr 21","1.2689"
"22 Apr 21","1.2705"
"21 Apr 21","1.278"
"20 Apr 21","1.2749"
"19 Apr 21","1.2801"
"16 Apr 21","1.2696"
"15 Apr 21","1.2718"
"14 Apr 21","1.2718"
"13 Apr 21","1.2668"
"12 Apr 21","1.2676"
"09 Apr 21","1.2703"
"08 Apr 21","1.2705"
"07 Apr 21","1.2788"
"06 Apr 21","1.2932"
"01 Apr 21","1.3035"
"31 Mar 21","1.2982"
"30 Mar 21","1.2932"
"29 Mar 21","1.2929"
"26 Mar 21","1.2963"
"25 Mar 21","1.289"
"24 Mar 21","1.2837"
"23 Mar 21","1.2867"
"22 Mar 21","1.2791"
"19 Mar 21","1.2902"
"18 Mar 21","1.294"
"17 Mar 21","1.2886"
"16 Mar 21","1.2867"
"15 Mar 21","1.2869"
"12 Mar 21","1.2912"
"11 Mar 21","1.2931"
"10 Mar 21","1.2949"
"09 Mar 21","1.2926"
"08 Mar 21","1.2924"
"05 Mar 21","1.2869"
"04 Mar 21","1.2944"
"03 Mar 21","1.282"
"02 Mar 21","1.276"
"01 Mar 21","1.2728"
"26 Feb 21","1.2655"
"25 Feb 21","1.277"
"24 Feb 21","1.2821"
"23 Feb 21","1.27"
"22 Feb 21","1.2603"
"19 Feb 21","1.2543"
"18 Feb 21","1.2517"
"17 Feb 21","1.2447"
"16 Feb 21","1.2412"
"15 Feb 21","1.238"
"12 Feb 21","1.2348"
"11 Feb 21","1.2312"
"10 Feb 21","1.2328"
"09 Feb 21","1.2324"
"08 Feb 21","1.2352"
"05 Feb 21","1.2358"
"04 Feb 21","1.2338"
"03 Feb 21","1.2276"
"02 Feb 21","1.2248"
"01 Feb 21","1.2237"
"29 Jan 21","1.2211"
"28 Jan 21","1.2189"
"27 Jan 21","1.2191"
"26 Jan 21","1.2193"
"25 Jan 21","1.2149"
"22 Jan 21","1.2103"
"21 Jan 21","1.2167"
"20 Jan 21","1.2139"
"19 Jan 21","1.2098"
"18 Jan 21","1.209"
"15 Jan 21","1.2091"
"14 Jan 21","1.2156"
"13 Jan 21","1.2103"
"12 Jan 21","1.2119"
"11 Jan 21","1.2025"
"08 Jan 21","1.2003"
"07 Jan 21","1.1978"
"06 Jan 21","1.194"
"05 Jan 21","1.1955"
"04 Jan 21","1.1945"
"31 Dec 20","1.2022"
"30 Dec 20","1.2013"
"29 Dec 20","1.1938"
"24 Dec 20","1.2076"
"23 Dec 20","1.2026"
"22 Dec 20","1.1847"
"21 Dec 20","1.1818"
"18 Dec 20","1.194"
"17 Dec 20","1.2021"
"16 Dec 20","1.1942"
"15 Dec 20","1.1918"
"14 Dec 20","1.1841"
"11 Dec 20","1.1773"
"10 Dec 20","1.1775"
"09 Dec 20","1.1924"
"08 Dec 20","1.1875"
"07 Dec 20","1.1834"
"04 Dec 20","1.2004"
"03 Dec 20","1.2019"
"02 Dec 20","1.1949"
"01 Dec 20","1.2042"
"30 Nov 20","1.2086"
"27 Nov 20","1.2076"
"26 Nov 20","1.209"
"25 Nov 20","1.2171"
"24 Nov 20","1.2178"
"23 Nov 20","1.2147"
"20 Nov 20","1.2109"
"19 Nov 20","1.2066"
"18 Nov 20","1.2099"
"17 Nov 20","1.2075"
"16 Nov 20","1.2024"
"13 Nov 20","1.2022"
"12 Nov 20","1.2"
"11 Nov 20","1.2119"
"10 Nov 20","1.21"
"09 Nov 20","1.198"
"06 Nov 20","1.1835"
"05 Nov 20","1.1797"
"04 Nov 20","1.1851"
"03 Nov 20","1.1929"
"02 Nov 20","1.1867"
